Niskin #,Cast #,Date,Time,Latitude [N],Longitude [W],CTD_Pressure [db],CTD_Depth [m],Sigma_theta [kg/m3],Salinity [psu],Temperature [C],PAR [units?],Oxygen [umol/L]
8.0,36.0,Mar 28 2018,196.125,15.76664,104.99978,65.382,64.987,24.1452,34.2559,20.1983,0.030351,177.426
9.0,36.0,Mar 28 2018,200.792,15.76664,104.99978,65.423,65.028,24.1525,34.2597,20.1816,0.030171,175.691
10.0,36.0,Mar 28 2018,206.458,15.76664,104.99978,65.19,64.796,24.1375,34.2604,20.2404,0.030291,178.161
11.0,36.0,Mar 28 2018,336.208,15.76662,104.99978,60.313,59.95,23.8408,34.3234,21.5172,0.031255,190.734
12.0,36.0,Mar 28 2018,487.875,15.7666,104.99978,50.208,49.906,23.0827,34.4958,24.605,0.033849,204.143
1.0,37.0,Mar 28 2018,858.458,15.76666,104.99981,110.943,110.261,25.9726,34.7706,14.1921,0.36675,-0.416
2.0,37.0,Mar 28 2018,860.625,15.76666,104.9998,111.093,110.409,25.975,34.7687,14.1742,0.3622,-0.416
3.0,37.0,Mar 28 2018,285.0,15.76664,104.9998,91.949,91.388,25.5884,34.6884,15.6589,1.8495,-0.131
4.0,37.0,Mar 28 2018,288.25,15.76664,104.9998,93.072,92.503,25.6242,34.6976,15.5312,1.7339,-0.202
5.0,37.0,Mar 28 2018,289.792,15.76664,104.9998,93.259,92.689,25.6139,34.6958,15.5712,1.7214,-0.404
6.0,37.0,Mar 28 2018,291.667,15.76664,104.9998,92.86,92.293,25.5901,34.6904,15.6587,1.7811,-0.264
7.0,37.0,Mar 28 2018,305.083,15.76664,104.9998,92.888,92.321,25.6269,34.6954,15.5117,1.7944,-0.257
8.0,37.0,Mar 28 2018,307.125,15.76664,104.9998,93.01,92.442,25.627,34.6958,15.5125,1.77,-0.499
9.0,37.0,Mar 28 2018,312.458,15.76664,104.9998,92.096,91.534,25.6069,34.6924,15.5906,1.8574,-0.07
10.0,37.0,Mar 28 2018,315.542,15.76664,104.9998,92.849,92.283,25.6314,34.6977,15.4994,1.7851,-0.323
11.0,37.0,Mar 28 2018,319.167,15.76664,104.9998,92.939,92.371,25.6186,34.6945,15.5458,1.7784,-0.45
12.0,37.0,Mar 28 2018,323.167,15.76664,104.9998,92.128,91.566,25.5774,34.6822,15.6867,1.8696,-0.207
1.0,38.0,Mar 28 2018,428.25,15.7666,104.99978,1008.567,1000.206,27.3688,34.5508,4.6418,0.019309,7.104
2.0,38.0,Mar 28 2018,911.083,15.76664,104.9998,806.16,799.864,27.2428,34.5427,5.6579,0.018834,-0.936
3.0,38.0,Mar 28 2018,676.167,15.7666,104.9998,222.964,221.533,26.4695,34.7548,11.6536,0.0232,-0.978
4.0,38.0,Mar 28 2018,867.125,15.76661,104.99978,170.604,169.531,26.3349,34.7849,12.474,0.045975,-0.868
5.0,38.0,Mar 28 2018,97.125,15.76662,104.99982,120.826,120.08,25.9946,34.7743,14.1032,0.69724,-0.958
6.0,38.0,Mar 28 2018,279.167,15.76658,104.9998,100.027,99.415,25.5235,34.6722,15.8927,3.4596,1.389
7.0,38.0,Mar 28 2018,407.042,15.76658,104.9998,90.369,89.818,25.1353,34.5625,17.1964,5.6804,20.014
8.0,38.0,Mar 28 2018,581.75,15.7666,104.9998,70.007,69.583,24.3052,34.2396,19.539,28.333,160.367
9.0,38.0,Mar 28 2018,744.292,15.76664,104.9998,65.605,65.209,23.7926,34.29,21.6012,49.519,176.536
10.0,38.0,Mar 28 2018,745.667,15.76664,104.9998,65.568,65.172,23.7926,34.2902,21.6017,50.372,175.923
11.0,38.0,Mar 28 2018,945.125,15.7666,104.99978,30.169,29.989,22.1975,34.2563,26.8818,207.07,202.763
12.0,38.0,Mar 28 2018,108.875,15.76662,104.9998,10.567,10.505,21.8558,34.128,27.6424,652.11,201.075
1.0,39.0,Mar 28 2018,772.875,15.7666,104.99976,251.578,249.946,26.5037,34.7404,11.4126,0.025007,-0.431
2.0,39.0,Mar 28 2018,796.625,15.7666,104.99976,251.53,249.898,26.5034,34.7402,11.4134,0.02452,-0.469
3.0,39.0,Mar 28 2018,826.75,15.7666,104.99976,251.86,250.227,26.5046,34.7402,11.4071,0.02452,-0.473
4.0,39.0,Mar 28 2018,856.667,15.76662,104.99976,252.049,250.414,26.5025,34.7408,11.4211,0.024432,-0.602
5.0,39.0,Mar 28 2018,886.792,15.76662,104.99976,251.456,249.825,26.5022,34.7411,11.4235,0.024506,-0.609
6.0,39.0,Mar 28 2018,916.625,15.76662,104.99976,251.157,249.528,26.5017,34.741,11.4265,0.024417,-0.601
7.0,39.0,Mar 28 2018,443.375,15.76664,104.99978,89.298,88.753,25.4429,34.6391,16.1323,5.1057,8.164
8.0,39.0,Mar 28 2018,455.0,15.76662,104.99978,88.888,88.346,25.4177,34.6264,16.1996,5.3912,7.804
9.0,39.0,Mar 28 2018,485.667,15.76662,104.99978,89.213,88.669,25.4065,34.623,16.2372,4.9046,8.211
10.0,39.0,Mar 28 2018,518.667,15.76664,104.99978,89.025,88.483,25.4008,34.621,16.2552,2.8355,9.231
11.0,39.0,Mar 28 2018,545.542,15.76662,104.99978,89.12,88.576,25.3982,34.6195,16.2612,3.0889,8.525
12.0,39.0,Mar 28 2018,743.208,15.76662,104.9998,86.443,85.916,25.275,34.5953,16.7115,6.4998,14.453
1.0,40.0,Mar 28 2018,414.708,15.76664,104.99978,200.625,199.348,26.38,34.7935,12.2798,0.02455,-0.857
2.0,40.0,Mar 29 2018,852.542,15.76664,104.9998,130.02,129.215,26.1874,34.7994,13.2662,0.047606,-1.011
3.0,40.0,Mar 29 2018,34.875,15.76662,104.9998,116.794,116.075,26.0632,34.7807,13.7986,0.061301,-0.964
4.0,40.0,Mar 29 2018,92.625,15.76664,104.99976,90.038,89.489,25.1458,34.5628,17.1529,0.051643,22.548
5.0,40.0,Mar 29 2018,394.083,15.76662,104.99976,80.549,80.059,24.5378,34.2252,18.5828,0.030426,133.758
6.0,40.0,Mar 29 2018,988.542,15.76664,104.99978,55.34,55.007,23.2332,34.4572,24.0024,0.0386,205.102
7.0,40.0,Mar 29 2018,309.583,15.76662,104.99976,30.053,29.874,22.1897,34.1665,26.6926,0.053372,206.614
1.0,41.0,Mar 29 2018,268.958,15.76672,104.99996,90.999,90.444,25.4331,34.634,16.1585,1.7194,7.765
2.0,41.0,Mar 29 2018,341.083,15.7667,104.99994,90.533,89.98,25.4477,34.6378,16.1072,1.3564,6.892
3.0,41.0,Mar 29 2018,415.667,15.76672,104.99996,90.682,90.129,25.4731,34.6473,16.0284,1.3169,5.834
4.0,41.0,Mar 29 2018,455.125,15.76674,104.99996,90.191,89.642,25.4618,34.6426,16.0619,1.4083,6.493
5.0,41.0,Mar 29 2018,498.167,15.76674,104.99998,90.593,90.041,25.4583,34.6402,16.069,1.7451,6.43
6.0,41.0,Mar 29 2018,536.958,15.76674,104.99998,90.736,90.183,25.458,34.641,16.0733,1.2805,6.313
7.0,41.0,Mar 29 2018,564.542,15.76674,104.99998,90.54,89.988,25.4456,34.6361,16.1109,1.2007,6.702
8.0,41.0,Mar 29 2018,605.333,15.76674,104.99998,91.177,90.62,25.4579,34.642,16.0767,1.2599,6.252
9.0,41.0,Mar 29 2018,669.917,15.76674,104.99998,91.298,90.741,25.4471,34.6388,16.1136,1.2699,7.513
10.0,41.0,Mar 29 2018,717.417,15.76672,104.99998,91.18,90.624,25.4205,34.6291,16.197,2.3708,8.423
11.0,41.0,Mar 29 2018,764.625,15.76672,104.99998,90.412,89.861,25.3993,34.621,16.2621,2.4289,8.057
12.0,41.0,Mar 29 2018,792.125,15.76672,104.99996,90.279,89.729,25.3969,34.6201,16.269,2.4112,8.991
1.0,42.0,Mar 29 2018,911.542,15.76674,104.99996,404.316,401.546,26.7825,34.6277,9.3181,0.023771,-0.619
2.0,42.0,Mar 29 2018,928.875,15.76672,104.99996,405.042,402.266,26.7834,34.6274,9.311,0.023742,-0.645
3.0,42.0,Mar 29 2018,279.833,15.76672,104.99996,261.457,259.755,26.5232,34.7344,11.2826,0.023083,-0.798
4.0,42.0,Mar 29 2018,297.958,15.76673,104.99994,261.148,259.448,26.5229,34.7342,11.2834,0.023098,-0.804
5.0,42.0,Mar 29 2018,642.208,15.76674,104.99996,175.706,174.598,26.3281,34.7855,12.5118,0.040765,-0.944
6.0,42.0,Mar 29 2018,694.042,15.76674,104.99996,175.227,174.122,26.3215,34.7863,12.5488,0.041831,-0.94
7.0,42.0,Mar 29 2018,945.25,15.76672,104.99996,160.527,159.521,26.2267,34.7986,13.0726,0.073892,-0.904
8.0,42.0,Mar 29 2018,165.5,15.76672,104.99994,130.224,129.417,25.8949,34.7265,14.4005,0.51923,-0.862
9.0,42.0,Mar 29 2018,184.875,15.76671,104.99994,130.454,129.646,25.9185,34.7303,14.3035,0.50336,-0.857
10.0,42.0,Mar 29 2018,470.125,15.76674,104.99994,89.981,89.433,24.924,34.3601,17.4305,9.9247,61.56
11.0,42.0,Mar 29 2018,709.083,15.76674,104.99997,60.317,59.953,23.3274,34.5086,23.8156,121.38,199.701
12.0,42.0,Mar 29 2018,754.25,15.76674,104.99996,60.455,60.091,23.3222,34.5011,23.8141,122.11,198.99
1.0,43.0,Mar 29 2018,689.0,15.76672,105.0,202.708,201.417,26.3838,34.7881,12.2386,0.024682,-1.045
2.0,43.0,Mar 29 2018,45.333,15.7667,105.0,131.314,130.5,26.0056,34.774,14.0516,0.086512,-0.977
3.0,43.0,Mar 29 2018,300.25,15.76672,104.99998,119.21,118.474,25.9624,34.7512,14.1712,0.1584,-0.949
4.0,43.0,Mar 29 2018,303.542,15.76672,104.99998,119.43,118.693,25.9652,34.7546,14.1703,0.1557,-0.499
5.0,43.0,Mar 29 2018,306.417,15.76672,104.99998,119.658,118.92,25.9676,34.7572,14.1683,0.15298,-1.007
6.0,43.0,Mar 30 2018,849.083,15.76674,105.0,109.064,108.394,25.8458,34.7395,14.6733,0.25224,-0.86
7.0,43.0,Mar 30 2018,208.5,15.76669,104.99999,99.584,98.975,25.5968,34.6876,15.6206,0.24422,1.621
8.0,43.0,Mar 30 2018,591.208,15.76672,105.00004,88.972,88.43,25.361,34.6072,16.3818,0.16547,9.145
9.0,43.0,Mar 30 2018,509.333,15.76672,105.00002,79.761,79.276,24.861,34.3302,17.5952,0.02963,79.07
1.0,44.0,Mar 30 2018,885.583,15.76668,105.00002,128.175,127.381,25.9952,34.7484,14.0064,0.025862,-0.622
2.0,44.0,Mar 30 2018,155.708,15.7667,105.00004,110.149,109.472,25.7899,34.731,14.9006,0.026054,-0.65
3.0,44.0,Mar 30 2018,417.375,15.7667,105.00004,90.686,90.133,24.9445,34.3755,17.3942,0.027181,62.763
4.0,44.0,Mar 30 2018,664.0,15.76666,105.00001,79.66,79.176,24.8413,34.2965,17.5697,0.028239,89.513
5.0,44.0,Mar 30 2018,678.542,15.76666,105.00002,80.16,79.673,24.8416,34.2961,17.5676,0.028209,86.222
6.0,44.0,Mar 30 2018,705.75,15.76666,105.0,79.693,79.21,24.7968,34.2595,17.6368,0.028164,97.691
7.0,44.0,Mar 30 2018,939.5,15.76669,105.00002,74.86,74.406,24.321,34.296,19.6448,0.030126,148.815
8.0,44.0,Mar 30 2018,180.875,15.7667,105.00002,70.074,69.65,23.5294,34.4794,23.047,0.032556,197.115
9.0,44.0,Mar 30 2018,193.375,15.7667,105.00002,70.118,69.694,23.5054,34.481,23.1343,0.032616,196.344
10.0,44.0,Mar 30 2018,205.417,15.7667,105.00002,70.403,69.976,23.5114,34.4815,23.1151,0.032662,196.645
11.0,44.0,Mar 30 2018,444.083,15.76668,105.00002,60.472,60.107,23.2257,34.5939,24.3771,0.035653,206.253
12.0,44.0,Mar 30 2018,685.417,15.76668,105.0,40.443,40.202,22.7353,34.3894,25.4828,0.038848,202.969
1.0,45.0,Mar 30 2018,666.292,15.76666,105.0,857.091,850.293,27.2924,34.5406,5.2316,0.018748,0.447
2.0,45.0,Mar 30 2018,680.542,15.76666,105.0,857.563,850.76,27.2927,34.5406,5.2297,0.018805,1.367
3.0,45.0,Mar 30 2018,343.917,15.76669,104.99998,504.632,501.053,26.9031,34.5824,8.3365,0.020348,-1.043
4.0,45.0,Mar 30 2018,347.125,15.76669,105.0,505.428,501.842,26.9041,34.5826,8.3306,0.020377,-0.964
5.0,45.0,Mar 30 2018,868.083,15.76672,105.0,302.632,300.632,26.5952,34.7056,10.7642,0.02247,-1.057
6.0,45.0,Mar 30 2018,876.542,15.76672,105.0,303.177,301.173,26.5965,34.7055,10.7569,0.022382,-1.136
7.0,45.0,Mar 30 2018,258.292,15.7667,104.99998,252.58,250.941,26.5072,34.7394,11.3893,0.023113,-1.07
8.0,45.0,Mar 30 2018,263.833,15.76669,105.0,252.617,250.978,26.5072,34.7394,11.39,0.02323,-1.022
9.0,45.0,Mar 30 2018,594.833,15.76672,104.99998,202.317,201.028,26.3938,34.7824,12.1639,0.025552,-1.559
10.0,45.0,Mar 30 2018,599.167,15.76672,104.99998,202.334,201.046,26.394,34.7823,12.1621,0.025626,-1.013
11.0,45.0,Mar 30 2018,924.0,15.76666,104.99998,121.743,120.992,26.1046,34.7789,13.5929,0.45721,-1.024
12.0,45.0,Mar 30 2018,233.833,15.7667,105.0,93.113,92.545,25.4865,34.6482,15.9726,4.3413,6.136
1.0,46.0,Mar 30 2018,690.792,15.76672,104.99998,122.223,121.468,25.7945,34.7305,14.8795,1.5417,-0.296
2.0,46.0,Mar 30 2018,760.125,15.76672,104.99998,121.419,120.669,25.7872,34.7288,14.9067,1.6809,-0.42
1.0,47.0,Mar 30 2018,555.667,15.76672,105.0,121.578,120.828,25.7214,34.7264,15.1984,1.5285,0.024
2.0,47.0,Mar 30 2018,586.708,15.76672,105.0,121.021,120.274,25.7343,34.7279,15.1449,1.548,-0.058
3.0,47.0,Mar 30 2018,859.542,15.76671,104.99998,113.997,113.295,25.6651,34.7129,15.404,2.3941,0.407
4.0,47.0,Mar 30 2018,918.5,15.76672,104.99998,113.719,113.02,25.6594,34.7104,15.4212,2.4051,0.675
5.0,47.0,Mar 30 2018,933.958,15.76672,104.99998,114.185,113.481,25.6606,34.7112,15.4186,2.3658,0.328
6.0,47.0,Mar 30 2018,962.833,15.76672,104.99998,113.917,113.216,25.6618,34.7113,15.4137,2.362,0.399
7.0,47.0,Mar 30 2018,975.833,15.76672,105.0,113.675,112.975,25.6651,34.7127,15.4036,2.4178,0.414
8.0,47.0,Mar 30 2018,992.625,15.76672,104.99998,114.312,113.608,25.6696,34.7149,15.3908,2.3951,0.374
9.0,47.0,Mar 30 2018,3.917,15.76672,104.99998,113.456,112.757,25.6606,34.711,15.4177,2.5318,0.574
10.0,47.0,Mar 30 2018,15.375,15.76672,104.99998,113.876,113.175,25.6714,34.7154,15.3847,2.4867,0.406
11.0,47.0,Mar 30 2018,216.833,15.76672,104.99998,107.693,107.032,25.5301,34.6653,15.8415,3.8313,2.961
12.0,47.0,Mar 30 2018,249.292,15.76671,104.99999,108.126,107.462,25.5827,34.6856,15.6776,3.6984,2.994
1.0,48.0,Mar 31 2018,378.375,15.76669,105.0,113.115,112.419,25.8751,34.7448,14.5565,0.066973,-0.974
2.0,48.0,Mar 31 2018,387.833,15.7667,105.0,113.053,112.358,25.8759,34.7452,14.5545,0.067161,-0.975
3.0,48.0,Mar 31 2018,628.667,15.76672,105.0,92.068,91.507,25.4801,34.6509,16.0099,0.16472,4.875
4.0,48.0,Mar 31 2018,635.417,15.76672,105.0,92.26,91.697,25.481,34.6513,16.0076,0.16126,4.704
1.0,49.0,Mar 31 2018,243.833,15.7667,105.00002,132.296,131.476,25.9948,34.7473,14.0046,0.025464,-0.707
2.0,49.0,Mar 31 2018,247.042,15.7667,105.00002,132.336,131.516,25.9952,34.7475,14.0035,0.025228,-0.732
3.0,49.0,Mar 31 2018,250.125,15.7667,105.00002,131.989,131.171,25.9951,34.747,14.002,0.025257,-0.722
4.0,49.0,Mar 31 2018,252.333,15.7667,105.00002,131.916,131.099,25.9947,34.7468,14.0034,0.025287,-0.754
5.0,49.0,Mar 31 2018,255.375,15.7667,105.00002,132.405,131.584,25.9953,34.7469,14.0009,0.025154,-0.758
1.0,50.0,Mar 31 2018,688.708,15.76676,104.99988,204.313,203.011,26.4088,34.7783,12.0688,0.028971,0.166
2.0,50.0,Mar 31 2018,910.0,15.76676,104.99988,151.834,150.885,26.2795,34.7963,12.7979,0.048779,-0.568
3.0,50.0,Mar 31 2018,152.417,15.76672,104.99988,120.736,119.991,26.0669,34.7562,13.6902,0.23249,-0.74
4.0,50.0,Mar 31 2018,154.375,15.76672,104.99988,120.454,119.711,26.0614,34.7544,13.7096,0.23712,-0.75
5.0,50.0,Mar 31 2018,173.542,15.76672,104.99988,121.228,120.48,26.0791,34.7596,13.6438,0.22528,-0.74
6.0,50.0,Mar 31 2018,370.167,15.76676,104.99986,110.626,109.946,25.9424,34.749,14.2565,0.48447,-0.827
7.0,50.0,Mar 31 2018,397.542,15.76676,104.99988,110.962,110.28,25.942,34.7483,14.2555,0.46854,-0.906
8.0,50.0,Mar 31 2018,592.375,15.76674,104.99988,100.253,99.639,25.8162,34.7359,14.7957,1.1787,-0.838
9.0,50.0,Mar 31 2018,819.625,15.76676,104.99988,77.402,76.933,24.2248,34.2756,19.955,8.0841,154.249
10.0,50.0,Mar 31 2018,46.792,15.76676,104.9999,65.346,64.952,23.3321,34.5573,23.9261,25.327,205.597
11.0,50.0,Mar 31 2018,225.417,15.76674,104.99988,50.84,50.535,22.7069,34.333,25.4385,95.038,197.272
12.0,50.0,Mar 31 2018,408.542,15.76674,104.99987,40.765,40.521,22.185,34.159,26.6921,180.03,207.857
1.0,51.0,Mar 31 2018,466.583,15.76674,104.99984,1008.796,1000.433,27.3867,34.5532,4.4948,0.018733,9.13
2.0,51.0,Mar 31 2018,790.5,15.76674,104.99984,906.029,898.738,27.3316,34.5452,4.9266,0.018144,3.105
3.0,51.0,Mar 31 2018,164.667,15.76672,104.99984,753.568,747.777,27.1933,34.5426,6.0512,0.018834,-1.134
4.0,51.0,Mar 31 2018,595.583,15.76674,104.99986,552.922,548.937,26.9942,34.5654,7.6364,0.019886,-0.109
5.0,51.0,Mar 31 2018,978.042,15.76674,104.99986,401.644,398.894,26.77,34.6321,9.4156,0.021305,-1.022
6.0,51.0,Mar 31 2018,372.708,15.76676,104.99986,251.065,249.436,26.5107,34.7371,11.361,0.023083,-1.075
7.0,51.0,Mar 31 2018,807.458,15.76676,104.99986,120.436,119.692,25.8908,34.7492,14.5002,0.91848,-0.856
8.0,51.0,Mar 31 2018,92.958,15.76674,104.99986,100.183,99.57,25.399,34.6185,16.2563,4.0388,7.277
9.0,51.0,Mar 31 2018,343.708,15.76673,104.99986,90.317,89.766,25.0114,34.3839,17.141,7.3496,58.578
10.0,51.0,Mar 31 2018,576.208,15.76674,104.99984,79.86,79.374,24.4952,34.2687,18.8845,16.968,122.006
11.0,51.0,Mar 31 2018,886.792,15.76674,104.99986,40.788,40.544,22.1776,34.1449,26.6821,437.21,207.77
12.0,51.0,Mar 31 2018,164.375,15.76674,104.99986,20.674,20.552,21.8471,33.9008,27.1395,1015.5,206.88
1.0,52.0,Mar 31 2018,908.542,15.76676,104.99988,125.826,125.048,25.9253,34.7477,14.3343,0.77164,-0.59
2.0,52.0,Mar 31 2018,942.292,15.76678,104.99988,125.903,125.125,25.9245,34.7474,14.3367,0.78144,-0.674
3.0,52.0,Mar 31 2018,260.875,15.76676,104.99986,106.607,105.952,25.497,34.6629,15.9787,2.7404,2.826
4.0,52.0,Mar 31 2018,290.583,15.76676,104.99986,106.201,105.549,25.4748,34.6564,16.0542,2.7777,3.365
5.0,52.0,Mar 31 2018,626.292,15.76674,104.99986,64.612,64.222,23.2886,34.4211,23.7229,90.941,179.246
6.0,52.0,Mar 31 2018,667.292,15.76674,104.99988,64.604,64.214,23.3498,34.428,23.5314,88.877,180.426
7.0,52.0,Mar 31 2018,701.542,15.76674,104.99988,65.507,65.111,23.4013,34.4489,23.4093,83.943,178.329
8.0,52.0,Mar 31 2018,721.875,15.76674,104.99988,65.492,65.097,23.369,34.4319,23.4762,83.025,178.728
9.0,52.0,Mar 31 2018,751.042,15.76674,104.99988,65.083,64.69,23.3406,34.4268,23.5599,85.424,178.602
10.0,52.0,Mar 31 2018,789.75,15.76676,104.99988,65.219,64.825,23.3376,34.4293,23.5767,89.126,179.298
11.0,52.0,Mar 31 2018,826.625,15.76676,104.99988,65.159,64.766,23.3366,34.4264,23.5728,84.751,178.238
12.0,52.0,Mar 31 2018,871.625,15.76676,104.99988,65.396,65.001,23.3668,34.4319,23.4834,83.322,178.75
1.0,53.0,Mar 31 2018,592.917,15.76676,104.9999,203.753,202.455,26.3643,34.7784,12.3011,0.028254,-0.279
2.0,53.0,Mar 31 2018,853.208,15.76676,104.9999,153.129,152.172,26.0685,34.7548,13.6813,0.058056,-0.578
3.0,53.0,Mar 31 2018,132.625,15.76678,104.9999,132.177,131.358,25.8909,34.7529,14.5149,0.21573,-0.728
4.0,53.0,Mar 31 2018,151.833,15.76678,104.9999,132.172,131.353,25.8875,34.7523,14.5288,0.21609,-0.727
5.0,53.0,Mar 31 2018,365.375,15.76676,104.9999,111.86,111.172,25.5011,34.6628,15.9611,0.67715,3.158
6.0,53.0,Mar 31 2018,596.583,15.76678,104.9999,107.254,106.596,25.4679,34.6548,16.0788,0.89657,3.78
7.0,53.0,Mar 31 2018,630.625,15.76678,104.9999,107.538,106.878,25.4704,34.656,16.0718,0.86694,3.643
8.0,53.0,Mar 31 2018,855.0,15.76674,104.99988,91.883,91.322,25.0464,34.4019,17.0523,2.2975,56.575
9.0,53.0,Mar 31 2018,36.458,15.76676,104.99988,81.906,81.409,24.8401,34.1778,17.1955,5.3205,110.938
10.0,53.0,Mar 31 2018,328.917,15.76676,104.9999,72.151,71.714,24.0244,34.3276,20.8572,15.645,175.598
11.0,53.0,Mar 31 2018,571.417,15.76678,104.9999,61.573,61.202,23.1466,34.3919,24.1294,49.843,176.187
12.0,53.0,Mar 31 2018,815.167,15.76676,104.9999,42.097,41.845,22.3236,34.2507,26.4718,162.8,210.304
1.0,54.0,Apr 01 2018,834.292,15.76676,104.99992,806.072,799.777,27.2412,34.5432,5.674,0.018805,-1.116
2.0,54.0,Apr 01 2018,274.875,15.76674,104.9999,605.135,600.698,27.06,34.5521,7.1011,0.019598,-1.157
3.0,54.0,Apr 01 2018,705.708,15.76676,104.99992,404.4,401.629,26.7626,34.6338,9.469,0.02145,-1.085
4.0,54.0,Apr 01 2018,186.083,15.76674,104.99988,202.639,201.348,26.3962,34.7715,12.1072,0.023098,-1.085
5.0,54.0,Apr 01 2018,437.0,15.76676,104.9999,152.824,151.869,26.1892,34.7855,13.2073,0.025257,-1.008
6.0,54.0,Apr 01 2018,686.167,15.76674,104.99988,135.564,134.723,26.0894,34.7553,13.5796,0.030351,-1.028
7.0,54.0,Apr 01 2018,956.875,15.76676,104.99988,120.431,119.688,25.8715,34.7551,14.6118,0.050993,-0.974
8.0,54.0,Apr 01 2018,274.083,15.76674,104.9999,111.192,110.508,25.7232,34.7262,15.1877,0.089667,-0.616
9.0,54.0,Apr 01 2018,474.708,15.76678,104.9999,80.893,80.401,24.8833,34.1966,17.0737,0.69021,105.175
10.0,54.0,Apr 01 2018,616.167,15.76678,104.99988,61.146,60.778,23.5047,34.3782,22.8638,4.5963,154.309
11.0,54.0,Apr 01 2018,773.542,15.76676,104.99988,51.312,51.004,22.5689,34.2482,25.6798,13.85,204.101
12.0,54.0,Apr 01 2018,938.958,15.76674,104.9999,40.696,40.452,21.9976,33.9821,26.8635,27.957,204.38
1.0,55.0,Apr 01 2018,574.625,15.76676,104.99988,255.126,253.469,26.4968,34.7426,11.4601,0.027241,-0.368
2.0,55.0,Apr 01 2018,940.333,15.76674,104.9999,121.285,120.536,26.0424,34.7588,13.8178,0.23279,-0.729
3.0,55.0,Apr 01 2018,20.708,15.76674,104.9999,120.981,120.234,26.038,34.7592,13.8402,0.23833,-0.727
4.0,55.0,Apr 01 2018,35.417,15.76674,104.9999,121.598,120.847,26.0443,34.7592,13.8099,0.22941,-0.752
5.0,55.0,Apr 01 2018,69.792,15.76674,104.9999,121.089,120.341,26.0386,34.7594,13.8382,0.23807,-0.749
6.0,55.0,Apr 01 2018,94.0,15.76676,104.99988,120.897,120.151,26.0418,34.7593,13.8224,0.24412,-0.754
7.0,55.0,Apr 01 2018,116.833,15.76676,104.99988,120.655,119.91,26.0413,34.7587,13.8224,0.2474,-0.778
8.0,55.0,Apr 01 2018,125.625,15.76676,104.99988,121.203,120.455,26.0423,34.7586,13.8174,0.24135,-0.843
9.0,55.0,Apr 01 2018,134.958,15.76676,104.9999,121.459,120.709,26.0451,34.7587,13.8046,0.23734,-0.774
10.0,55.0,Apr 01 2018,669.833,15.76676,104.99986,90.867,90.313,25.4749,34.652,16.0364,2.7448,4.27
11.0,55.0,Apr 01 2018,802.5,15.76678,104.99988,70.882,70.453,24.1491,34.2895,20.2815,14.876,161.881
12.0,55.0,Apr 01 2018,830.667,15.76678,104.99988,71.04,70.61,24.1885,34.2847,20.1184,14.764,159.877
1.0,56.0,Apr 01 2018,743.458,15.76677,104.9999,253.866,252.218,26.5347,34.7287,11.1945,0.025242,-0.557
2.0,56.0,Apr 01 2018,998.708,15.76676,104.99988,200.185,198.911,26.4174,34.7764,12.016,0.028956,-0.787
3.0,56.0,Apr 01 2018,234.708,15.76678,104.9999,150.394,149.455,26.2534,34.8001,12.9439,0.11363,-0.812
4.0,56.0,Apr 01 2018,461.958,15.76678,104.99988,124.817,124.046,25.834,34.7495,14.7658,0.60459,-0.832
5.0,56.0,Apr 01 2018,491.625,15.76677,104.99988,125.677,124.9,25.8379,34.7499,14.7495,0.57391,-0.748
6.0,56.0,Apr 01 2018,688.417,15.76674,104.99988,110.044,109.368,25.6365,34.7036,15.4995,1.5093,0.417
7.0,56.0,Apr 01 2018,932.125,15.76678,104.9999,90.144,89.594,25.0841,34.3964,16.8744,5.245,57.875
8.0,56.0,Apr 01 2018,136.458,15.76676,104.9999,79.554,79.071,24.5058,34.2031,18.6428,11.528,136.237
9.0,56.0,Apr 01 2018,321.375,15.76678,104.9999,69.624,69.203,23.9846,34.3304,21.0118,28.114,175.025
10.0,56.0,Apr 01 2018,523.5,15.76676,104.99988,59.783,59.422,23.6545,34.3785,22.3369,58.427,156.6
11.0,56.0,Apr 01 2018,726.5,15.76676,104.99988,49.649,49.351,22.9368,34.3138,24.6327,155.63,185.827
12.0,56.0,Apr 01 2018,947.625,15.76678,104.9999,40.682,40.439,22.4874,34.1706,25.7516,242.75,205.291
1.0,57.0,Apr 01 2018,701.167,15.76676,104.99992,140.524,139.65,26.0404,34.7555,13.818,0.11357,-0.483
2.0,57.0,Apr 01 2018,747.417,15.76676,104.99992,140.523,139.649,26.0392,34.7558,13.825,0.11434,-0.517
3.0,57.0,Apr 01 2018,50.208,15.76674,104.9999,70.086,69.662,23.8517,34.3578,21.5749,21.287,155.307
4.0,57.0,Apr 01 2018,85.75,15.76675,104.99992,69.887,69.464,23.8408,34.3595,21.6189,22.13,156.072
5.0,57.0,Apr 01 2018,132.5,15.76674,104.99992,70.157,69.732,23.8406,34.3599,21.6208,21.439,155.944
6.0,57.0,Apr 01 2018,170.25,15.76676,104.99992,69.71,69.289,23.8324,34.3591,21.6481,22.156,156.918
7.0,57.0,Apr 01 2018,412.667,15.76672,104.9999,49.976,49.676,22.4628,34.2004,25.9061,126.95,205.999
8.0,57.0,Apr 01 2018,433.083,15.76674,104.9999,49.951,49.651,22.467,34.2023,25.8972,126.02,206.065
